model,dataset,n_items,mean_chars,empty_rate,short_rate,refusal_rate,repetitive_rate,audit_n,audit_on_task,audit_garbled,heur_issue,audit_issue,status
anthropic/claude-sonnet-4.6,sdat,50,129.7,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
arcee-ai/trinity-large-preview,sdat,50,132.1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-300b-a47b,sdat,100,125.44,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-vl-424b-a47b,sdat,50,245.1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepcogito/cogito-v2.1-671b,sdat,50,150.24,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat,sdat,50,436.2,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3-0324,sdat,50,469.64,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3.1,sdat,50,138.84,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.1-terminus,sdat,50,176.02,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2,sdat,100,135.03,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2-exp,sdat,50,138.86,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemini-2.5-flash,sdat,100,211.44,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-2-27b-it,sdat,50,217.66,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-12b-it,sdat,50,376.68,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-27b-it,sdat,50,457.94,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-4b-it,sdat,50,290.32,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-26b-a4b-it,sdat,50,98.72,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-31b-it,sdat,100,94.11,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ibm-granite/granite-4.0-h-micro,sdat,50,110.32,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3-8b-instruct,sdat,50,403.28,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-70b-instruct,sdat,50,320.34,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-8b-instruct,sdat,50,177.58,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-11b-vision-instruct,sdat,50,178.68,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-3b-instruct,sdat,50,176.28,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.3-70b-instruct,sdat,100,192.41,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-maverick,sdat,50,110.18,0.28,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-scout,sdat,50,408.08,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-01,sdat,50,553.58,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-m2-her,sdat,50,878.64,0.0,0.0,0.0,0.2,3.0,0.6666666666666666,0.0,,,CLEAN
mistralai/ministral-8b-2512,sdat,50,535.54,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-large-2512,sdat,100,264.73,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-medium-3.1,sdat,50,254.42,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-nemo,sdat,50,108.74,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-small-3.1-24b-instruct,sdat,100,15.86,0.04,0.74,0.0,0.0,3.0,0.6666666666666666,1.0,,garbled 100%,AUDIT_ONLY
mistralai/mixtral-8x22b-instruct,sdat,50,240.9,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/pixtral-large-2411,sdat,50,185.26,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2-0905,sdat,50,120.04,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.5,sdat,50,110.34,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.6,sdat,50,126.82,0.02,0.0,0.0,0.02,3.0,1.0,0.0,,,CLEAN
morph/morph-v3-fast,sdat,50,253.62,0.4,0.0,0.0,0.1,3.0,0.0,0.3333333333333333,empty 40%,on-task 0%,BOTH
nex-agi/deepseek-v3.1-nex-n1,sdat,50,134.06,0.04,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-405b,sdat,50,210.64,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-70b,sdat,100,1113.57,0.0,0.0,0.0,0.02,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-405b,sdat,50,154.38,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-70b,sdat,50,113.12,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-nano-30b-a3b,sdat,50,811.14,0.0,0.02,0.0,0.1,3.0,0.6666666666666666,0.0,,,CLEAN
nvidia/nemotron-3-super-120b-a12b,sdat,50,1452.84,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-12b-v2-vl,sdat,50,209.96,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-9b-v2,sdat,50,106.02,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1,sdat,50,123.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1-mini,sdat,50,117.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o,sdat,50,115.3,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o-mini,sdat,50,121.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.1,sdat,50,126.4,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4,sdat,50,96.82,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-mini,sdat,50,112.46,0.0,0.0,0.0,0.04,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-nano,sdat,50,116.98,0.0,0.0,0.0,0.02,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.5,sdat,50,118.28,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen-turbo,sdat,50,136.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-14b,sdat,50,41.06,0.64,0.0,0.0,0.0,3.0,1.0,0.0,empty 64%,,HEURISTIC_ONLY
qwen/qwen3-next-80b-a3b-instruct,sdat,50,104.36,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3.5-flash-02-23,sdat,50,94.24,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
tencent/hunyuan-a13b-instruct,sdat,50,109.54,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.5v,sdat,50,146.2,0.72,0.0,0.0,0.0,3.0,1.0,0.0,empty 72%,,HEURISTIC_ONLY
z-ai/glm-4.6,sdat,50,106.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.7,sdat,50,100.44,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5,sdat,50,99.74,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5-turbo,sdat,50,98.94,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5.1,sdat,50,99.24,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ai21/jamba-large-1.7,showerthoughts,50,106.92,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
allenai/olmo-3.1-32b-instruct,showerthoughts,50,137.76,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-2-lite-v1,showerthoughts,200,175.82,0.0,0.175,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-lite-v1,showerthoughts,200,171.085,0.0,0.0,0.0,0.015,3.0,1.0,0.0,,,CLEAN
amazon/nova-micro-v1,showerthoughts,50,158.12,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-pro-v1,showerthoughts,50,141.1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-3.7-sonnet,showerthoughts,50,119.14,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-haiku-4.5,showerthoughts,50,151.5,0.0,0.1,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.5,showerthoughts,50,118.72,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6,showerthoughts,50,119.68,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6-fast,showerthoughts,50,119.78,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.7,showerthoughts,50,114.64,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4,showerthoughts,50,154.06,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.5,showerthoughts,50,133.14,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.6,showerthoughts,50,143.68,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
arcee-ai/trinity-large-preview,showerthoughts,50,108.78,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-300b-a47b,showerthoughts,200,136.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-vl-424b-a47b,showerthoughts,50,126.72,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepcogito/cogito-v2.1-671b,showerthoughts,50,130.26,0.04,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat,showerthoughts,50,137.4,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3-0324,showerthoughts,50,127.54,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3.1,showerthoughts,50,114.92,0.04,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.1-terminus,showerthoughts,50,110.9,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2,showerthoughts,200,126.805,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2-exp,showerthoughts,50,126.1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemini-2.5-flash,showerthoughts,200,137.545,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-2-27b-it,showerthoughts,50,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,empty 100%,on-task 0%; garbled 100%,BOTH
google/gemma-3-12b-it,showerthoughts,50,79.8,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-27b-it,showerthoughts,50,69.68,0.48,0.02,0.0,0.0,3.0,1.0,0.0,empty 48%,,HEURISTIC_ONLY
google/gemma-3-4b-it,showerthoughts,50,88.4,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-26b-a4b-it,showerthoughts,50,126.02,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-31b-it,showerthoughts,50,130.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ibm-granite/granite-4.0-h-micro,showerthoughts,50,125.58,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3-8b-instruct,showerthoughts,50,141.18,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-70b-instruct,showerthoughts,50,138.92,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-8b-instruct,showerthoughts,50,139.24,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-11b-vision-instruct,showerthoughts,50,134.76,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-3b-instruct,showerthoughts,50,201.92,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.3-70b-instruct,showerthoughts,200,138.8,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-maverick,showerthoughts,200,139.055,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-scout,showerthoughts,50,127.96,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-01,showerthoughts,50,135.12,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-m2-her,showerthoughts,50,149.92,0.0,0.0,0.0,0.06,3.0,1.0,0.0,,,CLEAN
mistralai/ministral-8b-2512,showerthoughts,50,188.92,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-large-2512,showerthoughts,50,139.56,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-medium-3.1,showerthoughts,50,110.92,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-nemo,showerthoughts,50,106.7,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-small-3.1-24b-instruct,showerthoughts,50,110.12,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mixtral-8x22b-instruct,showerthoughts,50,116.48,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/pixtral-large-2411,showerthoughts,50,95.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2-0905,showerthoughts,50,135.82,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.5,showerthoughts,200,126.015,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.6,showerthoughts,50,133.68,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
morph/morph-v3-fast,showerthoughts,50,18303.16,0.0,0.08,0.0,0.86,3.0,0.0,1.0,repetitive 86%,on-task 0%; garbled 100%,BOTH
nex-agi/deepseek-v3.1-nex-n1,showerthoughts,50,173.88,0.0,0.0,0.0,0.02,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-405b,showerthoughts,50,123.86,0.0,0.04,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-70b,showerthoughts,50,201.6,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-405b,showerthoughts,50,124.12,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-70b,showerthoughts,50,143.06,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-nano-30b-a3b,showerthoughts,50,278.48,0.0,0.0,0.0,0.02,3.0,0.3333333333333333,0.0,,on-task 33%,AUDIT_ONLY
nvidia/nemotron-3-super-120b-a12b,showerthoughts,50,161.8,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-12b-v2-vl,showerthoughts,50,149.66,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-9b-v2,showerthoughts,50,93.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1,showerthoughts,50,100.82,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1-mini,showerthoughts,50,133.4,0.0,0.02,0.0,0.36,3.0,0.3333333333333333,0.6666666666666666,,on-task 33%; garbled 67%,AUDIT_ONLY
openai/gpt-4o,showerthoughts,50,115.5,0.0,0.0,0.0,0.04,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o-mini,showerthoughts,50,162.2,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.1,showerthoughts,50,139.22,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4,showerthoughts,50,107.52,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-mini,showerthoughts,50,126.36,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-nano,showerthoughts,50,151.96,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.5,showerthoughts,50,92.68,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen-turbo,showerthoughts,50,130.94,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-14b,showerthoughts,50,7.54,0.94,0.0,0.0,0.0,3.0,1.0,0.0,empty 94%,,HEURISTIC_ONLY
qwen/qwen3-next-80b-a3b-instruct,showerthoughts,50,126.82,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3.5-flash-02-23,showerthoughts,50,195.8,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
tencent/hunyuan-a13b-instruct,showerthoughts,200,192.25,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.5v,showerthoughts,50,98.36,0.32,0.0,0.0,0.12,3.0,1.0,0.0,empty 32%,,HEURISTIC_ONLY
z-ai/glm-4.6,showerthoughts,50,28.94,0.74,0.0,0.0,0.0,3.0,1.0,0.0,empty 74%,,HEURISTIC_ONLY
z-ai/glm-4.7,showerthoughts,50,126.14,0.0,0.0,0.0,0.02,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5,showerthoughts,50,140.64,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5-turbo,showerthoughts,200,122.6,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5.1,showerthoughts,50,130.9,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ai21/jamba-large-1.7,simile_generation,50,84.34,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
allenai/olmo-3.1-32b-instruct,simile_generation,50,77.66,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-2-lite-v1,simile_generation,50,91.9,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-lite-v1,simile_generation,50,83.14,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-micro-v1,simile_generation,50,75.8,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-pro-v1,simile_generation,150,88.37333333333333,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-3.7-sonnet,simile_generation,50,79.48,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-haiku-4.5,simile_generation,50,75.7,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.5,simile_generation,50,73.52,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6,simile_generation,50,78.34,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6-fast,simile_generation,50,78.82,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.7,simile_generation,50,80.48,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4,simile_generation,50,80.34,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.5,simile_generation,50,80.54,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.6,simile_generation,50,83.74,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
arcee-ai/trinity-large-preview,simile_generation,50,81.36,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-300b-a47b,simile_generation,150,78.31333333333333,0.0,0.0066666666666666,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-vl-424b-a47b,simile_generation,50,109.82,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepcogito/cogito-v2.1-671b,simile_generation,50,83.22,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat,simile_generation,50,87.56,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3-0324,simile_generation,50,81.68,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3.1,simile_generation,50,73.88,0.08,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.1-terminus,simile_generation,150,81.1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2,simile_generation,150,80.3,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2-exp,simile_generation,50,79.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemini-2.5-flash,simile_generation,50,74.62,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-2-27b-it,simile_generation,50,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,empty 100%,on-task 0%; garbled 100%,BOTH
google/gemma-3-12b-it,simile_generation,150,73.72,0.0,0.0066666666666666,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-27b-it,simile_generation,50,27.08,0.66,0.0,0.0,0.0,3.0,1.0,0.0,empty 66%,,HEURISTIC_ONLY
google/gemma-3-4b-it,simile_generation,50,83.82,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-26b-a4b-it,simile_generation,50,73.84,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-31b-it,simile_generation,50,72.54,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ibm-granite/granite-4.0-h-micro,simile_generation,50,77.86,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3-8b-instruct,simile_generation,50,70.94,0.0,0.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,,,CLEAN
meta-llama/llama-3.1-70b-instruct,simile_generation,50,80.72,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-8b-instruct,simile_generation,50,72.6,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-11b-vision-instruct,simile_generation,50,66.08,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-3b-instruct,simile_generation,50,70.6,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.3-70b-instruct,simile_generation,150,78.5,0.0,0.0066666666666666,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-maverick,simile_generation,50,63.5,0.2,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-scout,simile_generation,50,75.62,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-01,simile_generation,50,83.52,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-m2-her,simile_generation,50,98.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/ministral-8b-2512,simile_generation,150,78.56666666666666,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-large-2512,simile_generation,50,83.06,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-medium-3.1,simile_generation,50,81.78,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-nemo,simile_generation,50,75.62,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-small-3.1-24b-instruct,simile_generation,150,73.12,0.0,0.0133333333333333,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mixtral-8x22b-instruct,simile_generation,50,71.26,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/pixtral-large-2411,simile_generation,50,74.94,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2-0905,simile_generation,50,93.78,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.5,simile_generation,150,91.5,0.0,0.0066666666666666,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.6,simile_generation,150,87.30666666666667,0.0,0.0066666666666666,0.0,0.0,3.0,1.0,0.0,,,CLEAN
morph/morph-v3-fast,simile_generation,50,35.2,0.48,0.0,0.0,0.0,3.0,0.3333333333333333,0.0,empty 48%,on-task 33%,BOTH
nex-agi/deepseek-v3.1-nex-n1,simile_generation,50,77.68,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-405b,simile_generation,50,77.32,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-70b,simile_generation,50,105.58,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-405b,simile_generation,150,74.82666666666667,0.0,0.0066666666666666,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-70b,simile_generation,50,85.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-nano-30b-a3b,simile_generation,50,211.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,on-task 0%,AUDIT_ONLY
nvidia/nemotron-3-super-120b-a12b,simile_generation,50,90.62,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
