scenario,model_id,run_suite,n_items,mean_chars,median_chars,min_chars,empty_rate,short_rate,refusal_rate,truncated_rate,finish_none_rate,repetitive_rate,fr_dist,path,n_flag_axes,flag
ttcw,bytedance-seed_seed-1.6-flash,openrouter_mm_promoted_scale_textcore_v1_phase1_n5__openrouter_bytedance_seed_seed_1_6_flash,5,904.4,884,646,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_mm_promoted_scale_textcore_v1_phase1_n5__openrouter_bytedance_seed_seed_1_6_flash/ttcw:model=bytedance-seed_seed-1.6-flash/scenario_state.json,0,False
speak_to_structure,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,44.2,40,30,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/speak_to_structure:model=x-ai_grok-4/scenario_state.json,0,False
hypogen,bytedance-seed_seed-1.6-flash,openrouter_mm_promoted_scale_textcore_v1_phase1_n5__openrouter_bytedance_seed_seed_1_6_flash,5,2387.8,2417,2208,0.0,0.0,0.0,0.6,0.0,0.0,"{'length': 3, 'stop': 2}",openrouter_mm_promoted_scale_textcore_v1_phase1_n5__openrouter_bytedance_seed_seed_1_6_flash/hypogen:model=bytedance-seed_seed-1.6-flash/scenario_state.json,0,False
lcc_metaphor,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,2.8,3,2,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/lcc_metaphor:model=x-ai_grok-4/scenario_state.json,2,True
unfun_corpus,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,57.4,62,36,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/unfun_corpus:model=x-ai_grok-4/scenario_state.json,1,True
riddlesense,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/riddlesense:model=x-ai_grok-4/scenario_state.json,1,True
liveideabench,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,399.0,221,170,0.0,0.0,0.6,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/liveideabench:model=x-ai_grok-4/scenario_state.json,1,True
hypobench,qwen_qwen3-8b,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_8b,5,1847.6,1821,1428,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_8b/hypobench:model=qwen_qwen3-8b/scenario_state.json,0,False
crowdcounter,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,387.4,311,208,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/crowdcounter:model=x-ai_grok-4/scenario_state.json,1,True
cpers,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,138.6,126,99,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/cpers:model=x-ai_grok-4/scenario_state.json,0,False
fann_or_flop,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,2898.8,2895,2858,0.0,0.0,0.0,1.0,0.0,0.0,{'length': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/fann_or_flop:model=x-ai_grok-4/scenario_state.json,0,False
llm4biohypogen_gpt35_unseen,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,618.0,628,540,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/llm4biohypogen_gpt35_unseen:model=x-ai_grok-4/scenario_state.json,0,False
outline_to_story,aion-labs_aion-1.0-mini,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_aion_labs_aion_1_0_mini,5,6361.2,7111,2995,0.0,0.0,0.0,0.4,0.0,0.0,"{'length': 2, 'stop': 3}",openrouter_text_promoted_scale_v1_phase1_n5__openrouter_aion_labs_aion_1_0_mini/outline_to_story:model=aion-labs_aion-1.0-mini/scenario_state.json,0,False
llm4biohypogen_gpt4_unseen,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,638.0,648,568,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/llm4biohypogen_gpt4_unseen:model=x-ai_grok-4/scenario_state.json,0,False
grapheval_ai_researcher,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,38.4,39,32,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/grapheval_ai_researcher:model=x-ai_grok-4/scenario_state.json,0,False
futuregen,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,140.4,27,27,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/futuregen:model=x-ai_grok-4/scenario_state.json,1,True
chinese_homophonic_puns,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,3.0,3,1,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/chinese_homophonic_puns:model=x-ai_grok-4/scenario_state.json,2,True
permpst,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,893.8,910,732,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/permpst:model=x-ai_grok-4/scenario_state.json,0,False
poetmt,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,494.0,528,214,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/poetmt:model=x-ai_grok-4/scenario_state.json,0,False
crowd_vote,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,218.8,252,45,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/crowd_vote:model=x-ai_grok-4/scenario_state.json,0,False
puntuguese,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,2.6,3,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/puntuguese:model=x-ai_grok-4/scenario_state.json,1,True
recombination_extraction,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,383.2,171,116,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/recombination_extraction:model=x-ai_grok-4/scenario_state.json,1,True
pron_vs_prompt,aion-labs_aion-1.0-mini,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_aion_labs_aion_1_0_mini,5,8595.8,8345,7743,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_aion_labs_aion_1_0_mini/pron_vs_prompt:model=aion-labs_aion-1.0-mini/scenario_state.json,0,False
pun_eval,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,70.0,65,57,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/pun_eval:model=x-ai_grok-4/scenario_state.json,0,False
thenextchapter,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,494.6,518,415,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/thenextchapter:model=x-ai_grok-4/scenario_state.json,0,False
creatset,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,534.8,649,90,0.0,0.0,0.0,0.4,0.0,0.0,"{'length': 2, 'stop': 3}",openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/creatset:model=x-ai_grok-4/scenario_state.json,0,False
rpgbench,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,7494.0,7428,7236,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/rpgbench:model=x-ai_grok-4/scenario_state.json,0,False
cap_design,mistralai_ministral-14b-2512,openrouter_mm_promoted_scale_textcore_v1__openrouter_mistralai_ministral_14b_2512,5,1176.8,1208,718,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_mm_promoted_scale_textcore_v1__openrouter_mistralai_ministral_14b_2512/cap_design:model=mistralai_ministral-14b-2512/scenario_state.json,0,False
irfl,bytedance-seed_seed-1.6,openrouter_mm_promoted_scale_mmext_v1_phase1_n5__openrouter_bytedance_seed_seed_1_6,5,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_mm_promoted_scale_mmext_v1_phase1_n5__openrouter_bytedance_seed_seed_1_6/irfl:model=bytedance-seed_seed-1.6/scenario_state.json,1,True
irfl,qwen_qwen-vl-max,openrouter_mm_promoted_scale_mmext_v1_phase1_n5__openrouter_qwen_qwen_vl_max,5,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_mm_promoted_scale_mmext_v1_phase1_n5__openrouter_qwen_qwen_vl_max/irfl:model=qwen_qwen-vl-max/scenario_state.json,1,True
writingbench,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507,5,11466.8,4470,371,0.0,0.0,0.0,0.0,0.0,0.2,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507/writingbench:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,0,False
discovery_bench,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,2235.4,2393,1603,0.0,0.0,0.0,0.2,0.0,0.0,"{'length': 1, 'stop': 4}",openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/discovery_bench:model=x-ai_grok-4/scenario_state.json,0,False
balancecc_prompt_generation,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507,5,14.8,14,14,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507/balancecc_prompt_generation:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,2,True
tinystories,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,916.4,888,788,0.0,0.0,0.0,0.4,0.0,0.0,"{'stop': 3, 'length': 2}",openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/tinystories:model=x-ai_grok-4/scenario_state.json,0,False
ttcw,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,1037.0,1102,468,0.0,0.0,0.0,0.6,0.0,0.0,"{'length': 3, 'stop': 2}",openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/ttcw:model=x-ai_grok-4/scenario_state.json,0,False
showerthoughts,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507,5,115.8,127,75,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507/showerthoughts:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,1,True
pron_vs_prompt,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,5140.8,4988,4749,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/pron_vs_prompt:model=x-ai_grok-4/scenario_state.json,0,False
outline_to_story,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,1984.0,2178,946,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/outline_to_story:model=x-ai_grok-4/scenario_state.json,0,False
munch,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,1.0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/munch:model=x-ai_grok-4/scenario_state.json,2,True
ss_gen,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,1596.8,1570,1445,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/ss_gen:model=x-ai_grok-4/scenario_state.json,0,False
creative_process,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,186.0,183,183,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/creative_process:model=x-ai_grok-4/scenario_state.json,1,True
grapheval_iclr,aion-labs_aion-2.0,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_aion_labs_aion_2_0,5,578.2,41,41,0.0,0.0,0.0,0.2,0.0,0.0,"{'stop': 4, 'length': 1}",openrouter_text_promoted_scale_v1_phase1_n5__openrouter_aion_labs_aion_2_0/grapheval_iclr:model=aion-labs_aion-2.0/scenario_state.json,0,False
pollux_creativity,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,1788.0,1809,1620,0.0,0.0,0.0,1.0,0.0,0.0,{'length': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/pollux_creativity:model=x-ai_grok-4/scenario_state.json,0,False
ocw_connections,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,305.6,290,282,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/ocw_connections:model=x-ai_grok-4/scenario_state.json,0,False
hypogen,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507,5,2247.4,2231,2061,0.0,0.0,0.0,1.0,0.0,0.0,{'length': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507/hypogen:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,0,False
science_analogies,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,282.4,271,112,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/science_analogies:model=x-ai_grok-4/scenario_state.json,1,True
rpgbench,mistralai_ministral-3b-2512,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_mistralai_ministral_3b_2512,5,14267.8,14060,13077,0.0,0.0,0.0,0.2,0.0,0.0,"{'length': 1, 'stop': 4}",openrouter_text_promoted_scale_v1_phase1_n5__openrouter_mistralai_ministral_3b_2512/rpgbench:model=mistralai_ministral-3b-2512/scenario_state.json,0,False
twistlist,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,62.8,63,39,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/twistlist:model=x-ai_grok-4/scenario_state.json,0,False
aidanbench,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,408.6,332,27,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/aidanbench:model=x-ai_grok-4/scenario_state.json,0,False
hypogen,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,1977.4,1797,892,0.0,0.0,0.0,0.2,0.0,0.0,"{'stop': 4, 'length': 1}",openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/hypogen:model=x-ai_grok-4/scenario_state.json,0,False
macgyver,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,230.4,215,208,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/macgyver:model=x-ai_grok-4/scenario_state.json,0,False
metaphoric_analogies,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507,5,679.0,839,7,0.0,0.2,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507/metaphoric_analogies:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,0,False
c3_crosstalk,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,412.8,410,276,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/c3_crosstalk:model=x-ai_grok-4/scenario_state.json,0,False
schnovel,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/schnovel:model=x-ai_grok-4/scenario_state.json,1,True
alpaca_eval_2,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507,5,2304.4,2329,189,0.0,0.0,0.0,0.2,0.0,0.0,"{'length': 1, 'stop': 4}",openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507/alpaca_eval_2:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,0,False
schnovel,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507,5,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507/schnovel:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,1,True
balancecc_prompt_generation,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,106.4,101,40,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/balancecc_prompt_generation:model=x-ai_grok-4/scenario_state.json,1,True
llm4biohypogen_gpt35_seen,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,673.0,655,621,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/llm4biohypogen_gpt35_seen:model=x-ai_grok-4/scenario_state.json,0,False
pun_eval,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507,5,61.4,64,48,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507/pun_eval:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,0,False
lcc_metaphor,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507,5,2.4,2,2,0.0,1.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507/lcc_metaphor:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,2,True
hypobench,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,1877.8,1964,1474,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/hypobench:model=x-ai_grok-4/scenario_state.json,0,False
arastories,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,947.4,958,898,0.0,0.0,0.0,0.8,0.0,0.0,"{'stop': 1, 'length': 4}",openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/arastories:model=x-ai_grok-4/scenario_state.json,0,False
creatset,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507,5,675.6,730,193,0.0,0.0,0.0,0.8,0.0,0.2,"{'length': 4, 'stop': 1}",openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507/creatset:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,0,False
critics_story,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,2668.4,2660,2566,0.0,0.0,0.0,1.0,0.0,0.0,{'length': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/critics_story:model=x-ai_grok-4/scenario_state.json,0,False
amuse_chord_generation,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,774.8,397,381,0.0,0.0,0.0,0.2,0.0,0.0,"{'stop': 4, 'length': 1}",openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/amuse_chord_generation:model=x-ai_grok-4/scenario_state.json,0,False
creative_process_aut_brick,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,406.4,401,394,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/creative_process_aut_brick:model=x-ai_grok-4/scenario_state.json,1,True
meta4xnli,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507,5,10.6,13,7,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507/meta4xnli:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,1,True
arena_hard_creative,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,1143.2,1348,217,0.0,0.0,0.0,0.6,0.0,0.0,"{'stop': 2, 'length': 3}",openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/arena_hard_creative:model=x-ai_grok-4/scenario_state.json,0,False
future_ideas,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,4819.8,4824,4635,0.0,0.0,0.0,1.0,0.0,0.0,{'length': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/future_ideas:model=x-ai_grok-4/scenario_state.json,0,False
simile_generation,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,72.4,77,53,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/simile_generation:model=x-ai_grok-4/scenario_state.json,1,True
creative_process_aut_brick,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507,5,506.4,467,449,0.0,0.0,0.0,0.0,1.0,0.0,{'None': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507/creative_process_aut_brick:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,1,True
story_quality,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,4.2,1,1,0.0,1.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/story_quality:model=x-ai_grok-4/scenario_state.json,1,True
balderdash,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507,5,220.6,238,123,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507/balderdash:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,0,False
sdat,x-ai_grok-4,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4,5,119.8,119,113,0.0,0.0,0.0,0.0,0.0,0.0,{'stop': 5},openrouter_text_promoted_scale_v1_phase1_n5__openrouter_x_ai_grok_4/sdat:model=x-ai_grok-4/scenario_state.json,0,False
arena_hard_creative,qwen_qwen3-30b-a3b-thinking-2507,openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507,5,911.4,1115,7,0.0,0.2,0.0,0.6,0.0,0.0,"{'stop': 2, 'length': 3}",openrouter_text_promoted_scale_v1_phase1_n5__openrouter_qwen_qwen3_30b_a3b_thinking_2507/arena_hard_creative:model=qwen_qwen3-30b-a3b-thinking-2507/scenario_state.json,0,False
