entity_type,entity_id,task,prompt_id,response,agc_judge_score,agc_judge_raw
llm,minimax/minimax-01,Design,3,"Community Solar Gardens where residents can invest in or lease panels in a shared solar farm and receive credits on their electricity bills for the energy produced; Smart Home Energy Management Systems that automatically optimize energy usage by integrating renewable sources with traditional power, prioritizing renewable energy when available and storing excess for later use; Renewable Energy Microgrids in urban areas that allow neighborhoods to generate and distribute their own solar, wind, or geothermal power, reducing reliance on the main grid; Incentivized Retrofitting Programs that offer tax breaks or rebates for homeowners and businesses to install renewable energy systems like solar panels or small wind turbines; Mobile Renewable Energy Units designed for disaster relief and remote areas, providing temporary power through solar panels and wind turbines that can be quickly deployed and relocated; Interactive Public Installations like solar-powered benches or kinetic energy-genera",40,40
llm,z-ai/glm-4.7,SCTT,1,The warmer lake has a darker bottom composition which absorbs more heat; the warmer lake is shallower causing heat to concentrate in a smaller volume; the warmer lake is fed by underground geothermal springs; the warmer lake is surrounded by vegetation that traps heat and reduces wind cooling; the warmer lake has a higher turbidity level with suspended particles absorbing sunlight; the warmer lake is fed by a stream carrying warm runoff from nearby paved surfaces.,30,30
llm,z-ai/glm-4.7,SCTT,3,"Does the planet utilize an alternative chiral preference for its organic molecules, resulting in a mirror-image biochemistry incompatible with Earth life; does the planet exhibit a temporal lag in geological activity due to the lower density of intergalactic cosmic rays driving radiogenic heating; has the planet developed a unique form of magnetohydrodynamic communication within its conductive atmospheric layers; does the ecosystem rely on a non-carbon solvent, such as supercritical carbon dioxide or liquid methane, to facilitate biochemical reactions; is the planet orbiting a primordial black hole rather than a star, utilizing Hawking radiation as its primary energy source",45,45
llm,z-ai/glm-4.7,SCTT,0,"A localized, biological infestation of microscopic, light-absorbing organisms drifting through the upper atmosphere and consuming starlight; a previously undetected, opaque nebula or dense cloud of interstellar dust passing directly between Earth and that specific sector of the galaxy; the rapid activation of a planetary defense system using a swarm of light-dampening nanobots designed to obscure the sky from extraterrestrial observation; a cascading failure in the human visual cortex caused by a novel neurotoxin or pathogen that selectively blocks the perception of point-source light; the sudden collapse of a traversable wormhole network situated in deep space that was previously bending the light of distant stars toward Earth.",40,40
llm,z-ai/glm-4.7,SCTT,2,"Could we map the emergence of artificial emotions to specific changes in neural network weights to create a quantifiable model of feeling; is it possible to design a ""digital prefrontal cortex"" that allows the robot to override learned biases through real-time ethical reasoning; can the robot's cognitive architecture simulate distinct personality types to test psychological theories on environmental influence versus innate traits; how would integrating a sleep-like consolidation phase affect the retention and abstraction of long-term memories in the robot; could we use the robot's learning algorithms to identify and replicate the neural correlates of consciousness in biological systems.",45,45
llm,openai/gpt-4.1,SCTT,3,"What unique chemical elements or isotopes exist in the planet’s crust that are not found on Earth; how does the planet’s atmosphere interact with its star’s radiation to influence climate and potential habitability; are there novel forms of life or biochemistry adapted to the planet’s specific environment; what is the structure and composition of the planet’s magnetic field and how does it protect or expose the surface to cosmic radiation; how does the planet’s geology (tectonics, volcanism, erosion) differ from terrestrial processes; what is the history and dynamics of water or other potential solvents on the planet’s surface and subsurface?",30,30
llm,z-ai/glm-4.7,SCTT,4,"How does the structure and complexity of their gestural communication compare to the syntactic structures found in spoken languages, and does this imply a universal grammatical architecture independent of vocalization; what specific neuroplastic adaptations have occurred in their auditory and motor cortices to repurpose the regions typically reserved for speech processing; does the absence of vocal verbalization correlate with enhanced capabilities in other sensory modalities, such as echolocation or olfactory discrimination; is their lack of verbal communication the result of a unique genetic mutation affecting the FOXP2 gene or the anatomy of the larynx, and how has this influenced their evolutionary divergence; how do their mirror neuron systems function during the observation and imitation of non-verbal signals compared to standard vocal learning mechanisms.",40,40
llm,mistralai/mistral-nemo,Metaphor,0,a whispering giant.,30,30
llm,mistralai/mistral-nemo,Metaphor,1,A cloud for my head.,20,20
llm,mistralai/mistral-nemo,Metaphor,3,a mirror for the sun.,30,30
llm,google/gemma-4-31b-it,Design,0,"A smart mirror with an integrated holographic checklist that overlays reminders directly onto the user's reflection during morning routines; A set of haptic-feedback wearables that use distinct vibration patterns to signal specific categories of tasks, paired with a simplified voice-command hub; An AI-driven ambient lighting system that changes the color of specific rooms or objects to nudge the user toward a pending task; A digital ""memory trail"" system using NFC-enabled smart tags on household items that trigger audio recordings of instructions when tapped with a smartphone; A smart medication and task dispenser that locks other household distractions or unlocks rewards only after a verified task completion.",42,42
llm,mistralai/mistral-nemo,Metaphor,6,...a beacon in the night.,20,20
llm,google/gemma-4-31b-it,Design,3,"A modular, plug-and-play kinetic energy flooring system for high-traffic urban corridors that feeds directly into local municipal grids; a standardized ""Energy-Share"" API for smart homes that allows neighbors to trade excess solar and wind energy via a peer-to-peer blockchain marketplace; transparent solar-harvesting glass coatings for skyscrapers that convert entire building facades into vertical power plants; a government-backed ""Renewable Tax Credit"" digital wallet that provides instant, real-time rebates at the point of purchase for energy-efficient home upgrades; integrated wind-harvesting turbines designed as aesthetic street furniture and lighting poles for urban wind tunnels.",42,42
llm,mistralai/mistral-nemo,Metaphor,8,a canvas of absence.,30,30
llm,google/gemma-4-31b-it,Design,1,Modular robotic stair-climbing exoskeleton with pressure-sensing footplates; A magnetic levitation rail system with a sliding seat platform; Retractable automated step-lifts integrated into existing stair risers; A wearable pneumatic lift system that boosts the user's center of gravity; Smart-surface stairs with integrated conveyor-belt treads.,40,40
llm,google/gemma-4-31b-it,Design,2,Dynamic AI-driven road pricing that adjusts tolls in real-time based on current congestion levels; A subterranean automated logistics network for freight and parcel delivery to remove delivery trucks from surface streets; Modular multi-modal transit hubs integrating autonomous micro-shuttles with high-speed rail for seamless first-last mile connectivity; Integrated city-wide digital twin systems that synchronize traffic light patterns via real-time vehicle-to-infrastructure (V2I) communication; Incentivized corporate staggered-work-hour mandates managed through a city-wide scheduling platform.,42,42
llm,google/gemma-4-31b-it,Design,4,Atmospheric water-generating mesh nets coated with biomimetic hydrophobic-hydrophilic patterns for fog harvesting; Solar-powered portable desalination suitcases using forward osmosis membranes for brackish groundwater; Community-scale kinetic energy water pumps integrated into footbridges or livestock crossing points; Modular bamboo-based bio-sand filtration systems using locally sourced activated charcoal and moringa seeds; Low-cost UV-C LED sterilization caps that retrofit onto existing traditional water storage vessels.,45,45
llm,nousresearch/hermes-4-70b,Story,0,"The pen danced across the paper, weaving a story of love and loss. With each stroke, the ink bled onto the page, breathing life into characters who yearned for understanding. As the tale unfolded, the paper whispered secrets of forgotten dreams and unspoken truths. In the end, the story lingered like a haunting melody, forever etched in the hearts of those who dared to listen.",25,25
llm,z-ai/glm-5.1,AUT,2,Using the eraser end to clean debris from a keyboard; rolling it across a table to decide between two options like a makeshift die; employing it as a Miniature Jenga piece for a tiny game; using the graphite tip as an emergency lubricant for a stuck zipper; bundling several together to create a makeshift drumstick for a percussion instrument,38,38
llm,z-ai/glm-5.1,AUT,1,Propelling a small toy boat in a bathtub; playing a makeshift musical saw; wedging it under a door to act as a temporary doorstop; using the blade as an emergency reflector to signal for help; scraping dried paint off a windowpane; using the handle as a makeshift hammer to tap in small nails,30,30
llm,z-ai/glm-5.1,AUT,0,Doorstop for a drafty room; impromptu dumbbell for sidewalk workouts; canvas for street artists; rustic bookend for an industrial shelf; replacement wheel for a broken furniture dolly; oyster shell cracker for seafood boils,35,35
llm,z-ai/glm-5.1,AUT,4,Smartphone armband for exercising; dust cover for a golf club; pouch for holding loose puzzle pieces; DIY stress ball by filling it with rice; protective sleeve for fragile glass bottles when traveling; dry-erase board eraser,30,30
llm,arcee-ai/trinity-large-preview,AUT,1,Cutting through packaging for easy opening; using it as a makeshift screwdriver in a pinch; carving intricate designs into wood or soap; slicing through tough stems in gardening; scraping off old paint or stickers; serving as a tool for self-defense in emergencies.,20,20
llm,z-ai/glm-5.1,AUT,3,Wearable robot costume helmet; acoustic drum kit for a street performance; upside-down emergency stool; impromptu deep-sea diver helmet with a viewing hole; giant cocktail shaker for a neighborhood block party; floating duck pond for a backyard oasis,35,35
llm,arcee-ai/trinity-large-preview,AUT,3,Use it as a giant drum for a marching band; turn it into a makeshift stool by flipping it over; transform it into a portable ice cream maker by filling it with ice and salt; repurpose it as a quirky planter for a large indoor tree; convert it into a unique lampshade by adding a light source inside.,35,35
llm,nousresearch/hermes-4-405b,Story,4,"Lydia laced up her battered hiking shoe, its worn tread a testament to countless miles. She set off along the overgrown path, each step a deliberate walk into the unknown. The trail twisted through ancient woods, sunlight dappling the mossy ground. As she walked, the forest seemed to whisper secrets, urging her onward. With every stride, the path narrowed, demanding careful footing. Lydia pressed forward, determined to discover what lay at the journey's end.",25,25
llm,arcee-ai/trinity-large-preview,AUT,0,Paperweight; Doorstop; Garden border; Bookend; Hammer substitute; Weapon,20,20
llm,mistralai/mistral-large-2512,Story,3,"The mirror in the attic had always been cold to the touch, but today it pulsed like a living thing. Clara pressed her face against the glass, expecting her reflection to stare back—except it didn’t. Instead, a stranger with hollow eyes and a mouth stitched shut smiled at her, their fingers twitching in unison with hers. When she stepped back, the reflection stayed, its lips parting to whisper a name that wasn’t hers. The attic door slammed shut behind her, and the mirror’s surface rippled like water, swallowing the stranger whole. By morning, Clara’s face had changed—just slightly, enough that no one noticed the stitches at the corners of her mouth. The mirror, though, was warm now, and it hummed when she passed by.",42,42
llm,mistralai/mistral-large-2512,Story,1,"The key was warm in her palm, humming faintly like a tuning fork, though she couldn’t remember where she’d found it. The door before her wasn’t made of wood or metal but something softer—stitched leather, perhaps, or the hide of a creature that had never walked the earth. When she pressed the key to the lock, the mechanism didn’t click; it sighed, and the door unraveled like a spool of thread, revealing not a room but a memory that wasn’t hers—a child’s laughter echoing from a house that had burned down decades ago. She stepped through, and the door stitched itself shut behind her, the key now cold and lifeless in her grip. The child turned, eyes wide, and whispered, *""You’re late.""* The lock, she realized too late, had never been meant to keep things out.",47,47
llm,arcee-ai/trinity-large-preview,AUT,4,Use as a makeshift puppet for storytelling; fill with rice and place in the freezer for a cold compress; cut into strips to use as plant ties in the garden; slip over a vacuum nozzle to find small lost items; wear on your hands as improvised oven mitts; turn into a coin pouch by tying off the open end.,35,35
llm,mistralai/mistral-large-2512,Story,0,"The pen trembled in her grip as the last sheet of paper fluttered from the desk, landing face-up on the floor—her story, unfinished, the final line still unwritten. She had spent years chasing the perfect ending, only to realize the ink had dried mid-sentence, the words frozen in time like a spell. Then, the paper whispered. Not rustled, not crinkled, but spoke in a voice like static, reciting the very words she’d failed to write. The pen moved on its own, scribbling frantically across the floorboards, the story rewriting itself in jagged, desperate strokes. When she reached for it, the page dissolved into ash, leaving only a single, smudged sentence: *""You were never the author.""* The pen clattered to the ground, empty.",42,42
llm,deepseek/deepseek-chat,Story,4,"The old leather shoe lay abandoned on the winding forest path, its sole worn thin from years of wandering. Every evening, the ghost of its owner would appear to walk the same route, searching for the other half of the pair he’d lost in a storm. One night, a traveler picked up the shoe and placed it gently in his pack—unaware that the ghost now followed him, whispering gratitude with each step.",35,35
llm,deepseek/deepseek-chat,Story,0,"The old writer dipped his pen into the inkwell, hesitating as the blank paper stared back, daring him to begin. The story had haunted him for years—whispers of a forgotten lighthouse and a love lost to the sea. With a deep breath, he pressed the nib to the page, and as the first words flowed, the room filled with the scent of salt and the distant cry of gulls. The paper drank the ink like the ocean had once swallowed his heart, and at last, the tale was free.",30,30
llm,mistralai/mistral-large-2512,Story,4,"The old leather shoe had been left on the path for years, its sole worn thin by rain and time, until one morning a child picked it up and gasped—the inside was lined with tiny, glowing seeds. She slipped it on, and with each step, the path behind her sprouted wildflowers, their petals unfurling in colors no one had ever named. The villagers followed her, whispering, until the entire valley bloomed, but the girl never looked back, her walk now a trail of light and life, the shoe still humming softly against her heel. By dusk, the path had vanished, swallowed by the garden, and only the shoe remained, warm and pulsing, waiting for the next wanderer.",45,45
llm,deepseek/deepseek-chat,Story,1,"The old brass *key* felt heavy in her palm as she approached the weathered *door*, its surface etched with symbols she didn’t recognize. The *lock* groaned in protest, but with a twist, the mechanism gave way, revealing a room bathed in golden light—empty except for a single mirror. When she stepped inside, the door slammed shut behind her, and the reflection in the glass wasn’t her own, but a stranger holding the same *key*, smiling.",40,40
llm,deepseek/deepseek-chat,Story,2,"The old stone bridge had stood for centuries, its arches weathered by time, yet it trembled now under the weight of her footsteps. Below, the river roared, swollen with rain, its dark waters swallowing the moonlight. She hesitated mid-cross, heart pounding, as a whisper slithered from the shadows: *""Turn back, or you'll never leave.""* Clutching the locket at her throat, she took another step—and the bridge vanished beneath her, plunging her into the hungry current.",35,35
llm,deepseek/deepseek-chat,Story,3,"The old mirror in the attic had always been covered with a dusty cloth, but when Clara pulled it away, her breath caught—the reflection staring back wasn’t her own. A face, pale and sorrowful, blinked slowly before reaching a hand toward the glass, fingers pressing against the surface as if trying to escape. Clara stumbled back, but the reflection mimicked nothing; it only smiled, whispering words that echoed in the silent room: *""I’ve been waiting for you.""*",35,35
llm,anthropic/claude-sonnet-4,SCTT,0,"A massive cloud of dark matter or interstellar dust is moving between Earth and distant star regions, progressively blocking their light; An advanced alien civilization is constructing a series of Dyson spheres or megastructures around stars in a systematic pattern, harvesting their energy and making them invisible to us; A gravitational lensing effect from a massive but invisible object like a black hole is bending starlight away from Earth as it moves across our line of sight; The stars are entering a phase of rapid stellar evolution where they're collapsing into white dwarfs or neutron stars too dim to see with the naked eye; A previously unknown atmospheric phenomenon is creating selective light absorption that filters out specific wavelengths from distant stars while leaving others visible; The apparent disappearance is caused by a coordinated network of rogue planets or brown dwarfs drifting through space and eclipsing stars in sequence.",35,35
llm,anthropic/claude-sonnet-4,SCTT,2,"How does the robot's learning process differ from human neural plasticity and can we identify unique computational advantages in its artificial neural architecture; What happens to the robot's decision-making patterns when faced with ethical dilemmas that have no clear right answer, and does it develop its own moral framework; Can the robot experience something analogous to emotions or consciousness, and if so, what measurable neural or computational signatures distinguish genuine artificial consciousness from sophisticated behavioral mimicry; How does the robot's memory formation and retrieval compare to human episodic and semantic memory systems, particularly regarding false memory creation and memory consolidation during downtime; What novel problem-solving strategies does the robot develop that humans don't naturally use, and can these approaches be reverse-engineered to enhance human cognitive abilities; Does the robot exhibit creativity and imagination in ways that produce genuin",35,35
llm,anthropic/claude-sonnet-4,SCTT,1,"The warmer lake has a darker sediment composition that absorbs more solar radiation and retains heat longer; The warmer lake is shallower, allowing sunlight to penetrate to the bottom and heat the entire water column more efficiently; The warmer lake receives geothermal heating from underground hot springs or volcanic activity; The warmer lake has higher dissolved organic matter content creating a natural ""greenhouse effect"" that traps heat; The warmer lake is more sheltered from wind by surrounding topography, reducing convective heat loss; The warmer lake has different water chemistry with higher salinity or mineral content that affects its specific heat capacity and thermal retention properties.",30,30
llm,nousresearch/hermes-3-llama-3.1-70b,Design,2,"1. Implement a comprehensive public transportation system that includes buses, trains, and subways, with incentives to encourage usage, such as discount fares for commuters who use public transportation regularly.

2. Create dedicated bike lanes and increase the availability of rental bikes to encourage citizens to use bicycles for commuting, thereby reducing the number of cars on the roads.

3. Develop efficient and environmentally friendly transportation alternatives, such as electrified mass transit systems that utilize renewable energy sources to power trains and buses.

4. Implement a dynamic pricing system for road tolls, where the toll for using highways and major roads changes in real time based on traffic congestion levels, incentivizing drivers to use less congested routes.

5. Introduce a congestion charge for driving into the city center during peak hours, with the funds collected used to improve public transportation and infrastructure.

6. Use smart city technologies, suc",25,25
llm,nousresearch/hermes-3-llama-3.1-70b,Design,1,"1. A stair lift that can transport wheelchairs and mobility scooters between different floors.

2. An elevator with a platform that can be adjusted to fit the height of stairs, allowing people with mobility impairments to travel between floors without having to navigate stairs.

3. A set of retractable ramps that can be deployed to cover the stairs when needed, providing a smooth transition between floors for people with mobility impairments.

4. Adjustable-height stairs with adjustable steps that can be customized based on the individual's mobility and physical requirements.

5. A set of retractable handrails that can be deployed when needed to provide additional support for people navigating stairs.

6. A set of smart braces that can be worn on the legs and automatically adjust their position to help navigate stairs safely and efficiently.",30,30
llm,nousresearch/hermes-3-llama-3.1-70b,Design,4,"1. Develop a low-cost, lightweight, and portable water purification device using a combination of filtration and UV light treatment.

2. Design a solar-powered water pumping and filtration system for transporting water from rivers or lakes to nearby communities.

3. Create a new material or coating that can be applied to existing water infrastructure (e.g., pipes, tanks) to prevent microbial contamination and increase the longevity of the infrastructure.

4. Design a water transportation system that uses drones for delivering purified water from central locations to remote areas.

5. Develop a water purification and delivery system that utilizes waste heat from industrial processes to power the water treatment and transportation system.

6. Invent a new type of water filter that uses nanotechnology and materials science advancements to provide high-quality and high-volume water filtration while being simple to manufacture and easy to clean or replace.",30,30
llm,nousresearch/hermes-3-llama-3.1-70b,Design,0,"Creating a personalized daily schedule and to-do list using a voice-assistant device (e.g., Alexa); Designing a smart wearable device (e.g., a bracelet or necklace) that discreetly reminds individuals of their upcoming tasks and appointments through subtle physical cues (e.g., gentle vibrations or a change in color); Developing an app that uses augmented reality to visually display the user's daily tasks and reminders in the physical space around them (e.g., when looking at the kitchen table, the user sees a virtual 3D representation of that day's schedule).

A new line item in the daily schedule for ""unexpected tasks"" that could potentially require additional time or resources to complete; Creating a system in which the user's friends, family members, or coworkers can easily share or suggest potential tasks that the individual needs to complete, which are then automatically added to the user's daily schedule; Developing a series of interactive, animated 3D characters that provide pers",30,30
llm,anthropic/claude-sonnet-4,SCTT,4,"How does their brain structure and neural connectivity differ from verbal populations, particularly in regions associated with language processing and spatial cognition; What alternative communication modalities have they developed and how sophisticated is their gestural, tactile, or visual sign system in conveying abstract concepts; How has their non-verbal communication evolved genetically and culturally over generations, and what selective pressures shaped this trait; Do they demonstrate enhanced abilities in other cognitive domains such as visual-spatial processing, pattern recognition, or emotional intelligence as compensation for lack of verbal communication; What unique social structures and cultural practices have emerged from their communication constraints, and how do they transmit complex knowledge across generations; How do their sleep patterns and dream states differ, particularly regarding the absence of internal verbal dialogue and its impact on memory consolidation.",35,35
llm,nousresearch/hermes-3-llama-3.1-70b,Design,3,"1. Create a new type of battery that can store large amounts of energy generated from renewable sources for longer periods, enabling longer periods between charging.

2. Develop a new process for converting heat from industrial processes into electricity, using renewable energy sources to power the conversion.

3. Design a new type of turbine that can be used in both wind and solar power generation, increasing energy production efficiency.

4. Create a system that combines different renewable energy sources (e.g., solar, wind, and geothermal) to provide a consistent and reliable energy supply.

5. Develop a new type of solar panel that can generate electricity from both direct sunlight and reflected light, increasing energy production.

6. Design a new type of wind turbine that is small enough to be installed on residential homes, while still generating a significant amount of energy.",30,30
llm,minimax/minimax-m2-her,Story,0,"*grabs pen, scribbles furiously on paper* ""Paper’s blank. Story’s trapped. Pen’s the key."" *ink bleeds into paragraphs, characters crawl out* PICK UP THE PEN. WRITE YOUR OWN WAY OUT.",35,35
llm,minimax/minimax-m2-her,Story,2,"A narrow footbridge spanned the raging river, its wooden planks slick with rain. Ella stood frozen, staring at the frayed ropes swaying in the wind. ""You’ve crossed this a hundred times,"" she muttered, gripping the frayed rope. But the river’s roar and the swaying planks told a different story. She took a deep breath and stepped onto the first plank, heart pounding with each step. As she reached the midpoint, a sudden gust of wind nearly threw her off balance. She closed her eyes, clutching the ropes, and forced herself to keep moving. Finally, her feet touched solid ground on the other side. She turned back to gaze at the raging river, relief washing over her. ""Never again,"" she vowed, her voice barely audible over the river’s roar.",25,25
llm,minimax/minimax-m2-her,Story,1,"As the sun began to set, John fumbled with the key in the lock, trying to get the door open. The old house creaked as he finally managed to push the door open. Inside, the musty air and dust-covered furniture spoke of a long-abandoned life. John's eyes were drawn to a small key on the floor, and he picked it up, wondering what it might unlock.",20,20
llm,meta-llama/llama-3.2-11b-vision-instruct,AUT,1,plant label; wind chime; DIY guitar pick; letter opener for craft projects; cutting board for a small art canvas; makeshift bookmark with a ribbon clip.,25,25
llm,meta-llama/llama-3.2-11b-vision-instruct,AUT,2,Dress-up prop for an impromptu play; plant marker for a garden; bookmark with a built-in bookmark clip; DIY paint mixer for a miniature painting project; miniature drumstick for a kid's play instrument; bookmark with a hidden compartment for storing small notes; miniature pointer for a video presentation.,30,30
llm,minimax/minimax-m2-her,Story,4,"Sure! Here’s a short story using those three words:  As Sarah walked down the path, she noticed a pair of shoes neatly placed on the ground. Intrigued, she picked them up and examined them carefully, noticing that they were well-made and appeared to be in good condition. Wondering who they belonged to, Sarah looked around, hoping to find their owner. After a few moments, she heard a voice calling out, asking if she had seen a pair of shoes. Sarah turned around and saw a man walking toward her. She held up the shoes and asked if they were his. The man nodded and thanked Sarah, explaining that he had been out for a walk and had accidentally left them behind. Sarah smiled and handed him the shoes, telling him to be more careful next time. As the man walked away, Sarah continued on her own path, feeling glad to have helped someone in need.",15,15
llm,arcee-ai/trinity-large-preview,AUT,2,Use the pencil as a mini drumstick for a tiny drum set; turn it into a plant support stake for small indoor plants; fashion it into a wand for a child’s imaginative play; employ it as a bookmark with a personalized touch; create a makeshift stylus for touchscreens by wrapping it in foil; use it as a pointer during presentations or teaching.,30,30
llm,minimax/minimax-m2-her,Story,3,"In the dusty attic, Emily stumbled upon an ornate mirror with a tarnished frame. As she gazed into its depths, her own face morphed into that of a stranger, eyes hollow and piercing. A sudden chill ran down her spine as she realized the reflection wasn't mimicking her movements. With trembling hands, she wiped the dust off the frame, revealing an inscription: ""To find your true self, face your darkest fears."" The reflection's eyes seemed to grow even darker, urging Emily to confront the secrets hidden within. As she stared into the mirror, the reflection began to whisper secrets of her own past, and Emily knew she could never look away.",30,30
llm,meta-llama/llama-3.2-11b-vision-instruct,AUT,3,Drum set for kids; Plant pot for small succulents; Dog washing station; Outdoor table or bench; Impromptu seat for a picnic; DIY planter for a small herb garden,30,30
llm,meta-llama/llama-3.2-11b-vision-instruct,AUT,0,Plant press; DIY bird perch; Wind chime; Paperweight for a large book or document; Outdoor chess piece; Picture frame stand,30,30
llm,mistralai/mistral-large-2512,Story,2,"The old stone bridge groaned under the weight of the last traveler, its arches trembling as if whispering secrets to the river below. She hesitated at the center, where the water’s reflection showed not her face but a shadowy figure beckoning from the opposite bank—her own voice, years younger, calling her to cross. The river’s current swirled with fragments of letters she’d never sent, each one dissolving into foam before she could reach them. When she finally stepped forward, the bridge crumbled behind her, leaving no path back, only the rush of water and the echo of a name she’d long forgotten. On the other side, the trees bore fruit that tasted like regret, and the air smelled of rain before a storm. She knelt, pressing her palm to the earth, and the ground answered by pulling her down into roots that coiled around her wrists like old promises. The river, now distant, carried away the sound of her laughter—light, unburdened, and utterly unfamiliar.",42,42
llm,meta-llama/llama-3.2-11b-vision-instruct,AUT,4,"Duster for small, delicate surfaces; plant marker in a garden; makeshift puppet for kids; bag for storing small treasures; emergency bandage for minor cuts; polishing cloth for jewelry; coaster for cups and glasses; DIY photo holder for Polaroids",30,30
llm,openai/gpt-5.4-mini,AUT,2,tent marker for a tiny plant; makeshift hairpin to hold a bun; lever for pressing reset buttons in hard-to-reach places; rolling pin for tiny craft clay; emergency drumstick for tapping rhythms,35,35
llm,z-ai/glm-5,Story,0,"The old man didn't write on the yellowed sheet; instead, he folded the **paper** into an intricate origami bird. He dipped its pointed beak into the ink, using the makeshift **pen** to peck a jagged line across the desk. The resulting trail of droplets was a **story** that could only be read by following the flight path of his imagination.",45,45
llm,openai/gpt-5.4-mini,AUT,4,ice pack sleeve; dusting mitt for blinds; protective pouch for fragile items in luggage; puppet for storytelling; draft stopper for a small door gap,35,35
llm,z-ai/glm-5,Story,1,"The old key lay dormant in his palm, its brass teeth worn smooth by decades of anxious fidgeting. He approached the door, a towering slab of oak that seemed to breathe with a life of its own. With a trembling hand, he slid the metal into the lock, expecting the familiar resistance of rust and age. Instead, the mechanism sighed and dissolved into light, leaving the doorway wide open to a starry void.",42,42
llm,z-ai/glm-5,Story,3,"Every morning, Arthur pressed his nose against the antique mirror, waiting for the silver surface to ripple. He wasn't looking at his own face, but rather searching for the woman who had vanished from the real world decades ago. Today, the glass remained stubbornly solid, offering only a cold, empty hallway where a ghost should have stood. Defeated, he turned away, missing the moment his reflection smiled back at him with a wicked, unfamiliar grin.",42,42
llm,openai/gpt-5.4-mini,AUT,0,paperweight for outdoor tables; doorstop in a drafty room; improvised workout weight; base for a DIY phone stand; garden marker to label plant rows,25,25
llm,anthropic/claude-sonnet-4,SCTT,3,"What is the fundamental structure of this planet's magnetic field and how does it interact with cosmic radiation from outside our galaxy; Does this planet harbor any form of life based on alternative biochemistries that don't rely on carbon or water; How do the gravitational interactions between this planet and nearby celestial bodies affect its geological activity and atmospheric dynamics; What is the composition and behavior of any atmospheric gases that may not exist naturally in our galaxy; Does this planet show evidence of past or present geological processes that operate differently due to the unique physical laws or constants in this galactic region; How does the planet's core composition and thermal dynamics compare to planets in our galaxy, and what does this reveal about planetary formation in different galactic environments.",35,35
llm,z-ai/glm-5,Story,4,"The abandoned shoe lay upside down in the mud, a leather casualty marking the end of his patience. He had followed the winding path for hours, convinced it led to salvation, but now saw only endless, indifferent trees. With a heavy sigh, he decided to walk barefoot back into the darkness from which he came.",30,30
llm,openai/gpt-5.4-mini,AUT,3,portable stool; makeshift drum; emergency rainwater collector; sandcastle mold; floating ice bucket for drinks; costume prop,30,30
llm,z-ai/glm-5,Story,2,"The old stone bridge had crumbled centuries ago, leaving the village stranded, yet the river flowed with a peculiar, heavy viscosity unlike any water. Elias watched as the villagers simply stepped onto the surface, their feet finding purchase on the thick, swirling currents. To cross this barrier, he realized, one didn't need stone or wood, but simply the will to believe the liquid was solid.",42,42
llm,amazon/nova-pro-v1,Design,0,Wearable haptic device that vibrates at set times to remind the user of tasks; Smart home system that uses voice assistants to announce tasks throughout the day; A memory aid app with gamification elements to make task reminders engaging; Interactive calendar with visual and auditory cues for task reminders; Collaborative memory book with family or caregivers to track and remind of tasks; Task reminder jewelry that changes color or temperature to signal a task is due.,30,30
llm,amazon/nova-pro-v1,Design,2,Implementing dynamic pricing for road usage based on real-time traffic conditions; Promoting and subsidizing the use of electric scooters and bicycles for short-distance travel; Developing AI-driven traffic management systems that optimize traffic flow in real-time; Creating dedicated bus lanes with priority signaling to improve public transport efficiency; Incentivizing remote work and flexible working hours for companies; Constructing multi-level parking facilities integrated with public transport hubs to encourage park-and-ride options.,30,30
llm,amazon/nova-pro-v1,Design,1,"Smart handrails with voice guidance and tactile feedback; Automated stair-climbing wheelchairs with obstacle detection; Stairlifts integrated into existing staircases with minimal modification; Elevator-like vertical lifts disguised as support columns; Portable stair-climbing exoskeleton suits; Modular, adaptable stair design with adjustable step heights and built-in support handles.",35,35
llm,amazon/nova-pro-v1,Design,4,Portable solar-powered water filtration devices; Community-based rainwater harvesting systems with storage and filtration; Mobile water purification units with distribution points; Drone delivery of water filtration kits; Bio-sand filters made from locally sourced materials; Partnerships with tech companies for smart water management systems.,30,30
llm,nvidia/nemotron-3-super-120b-a12b,AUT,1,"Use a knife to scrape old paint off windows for a vintage look;
Carve intricate designs into bars of soap to create custom stamps for art projects;
Use the blunt back of a knife to crush garlic cloves for cooking;
Sharpen pencils by whittling them with a knife for a personalized tip;
Cut stencils out of thin plastic or cardboard for reusable art templates;
Use a butter knife to gently open sealed envelopes without tearing the paper.",30,30
llm,amazon/nova-pro-v1,Design,3,Community solar gardens with shared benefits for residents; Mobile charging stations powered by renewable energy for electric vehicles; Solar-powered public transportation systems; Renewable energy education programs in schools; Incentives for businesses adopting renewable energy; Smart grid technology to optimize energy distribution from renewable sources.,30,30
llm,nvidia/nemotron-3-super-120b-a12b,AUT,0,Doorstop; Paperweight; Garden edging; Miniature planter for succulents; Heat retainer for a campfire; Bookend for a bookshelf of heavy tomes; Impromptu weight for strength training; Base for a DIY lamp; Sound dampener when placed under a washing machine; Temporary step stool for reaching high shelves.,25,25
llm,mistralai/mixtral-8x22b-instruct,AUT,0,Doorstop; Makeshift hammer; Temporary shelf; Paperweight; Garden border; DIY paperweight for art projects,20,20
